var,state,year,value,industry_full,industry_code,industry_group
Electricity generation - hydro,base,2046,3.6304,39. Electricity generation - hydro,39,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - hydro,base,2047,3.6534,39. Electricity generation - hydro,39,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - hydro,base,2048,3.6766,39. Electricity generation - hydro,39,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - hydro,base,2049,3.6998,39. Electricity generation - hydro,39,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - hydro,base,2050,3.7232,39. Electricity generation - hydro,39,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2017,4.533,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2018,5.0908,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2019,5.749,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2020,6.6016,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2021,5.9716,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2022,6.1628,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2023,6.5078,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2024,6.8963,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2025,7.4486,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2026,7.8564,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2027,8.3113,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2028,8.784,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2029,9.2778,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2030,9.7801,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2031,10.2707,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2032,10.7385,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2033,11.196,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2034,11.6542,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2035,12.1152,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2036,12.579,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2037,13.0455,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2038,13.5147,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2039,13.9866,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2040,14.461,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2041,14.938,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2042,15.4174,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2043,15.8993,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2044,16.3836,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2045,16.8702,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2046,17.3592,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2047,17.8506,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2048,18.3445,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2049,18.8408,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity generation - non-hydro renewable,base,2050,19.3397,40. Electricity generation - non-hydro renewable,40,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2017,39.0511,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2018,37.9317,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2019,39.2479,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2020,38.9171,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2021,35.8934,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2022,37.7091,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2023,37.1969,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2024,37.8824,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2025,38.8955,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2026,39.5667,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2027,39.8548,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2028,40.2249,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2029,40.6022,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2030,40.984,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2031,41.3694,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2032,41.7581,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2033,42.1495,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2034,42.5422,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2035,42.936,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2036,43.3305,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2037,43.7259,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2038,44.1233,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2039,44.5228,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2040,44.9244,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2041,45.328,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2042,45.734,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2043,46.1423,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2044,46.5531,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2045,46.9665,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2046,47.3829,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2047,47.8023,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2048,48.2252,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2049,48.6519,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Electricity supply,base,2050,49.083,41. Electricity supply,41,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2017,18.6907,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2018,19.1477,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2019,19.5021,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2020,20.4108,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2021,19.3453,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2022,19.6421,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2023,19.4997,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2024,19.61,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2025,20.1952,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2026,20.2986,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2027,20.4741,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2028,20.6469,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2029,20.8243,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2030,21.0033,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2031,21.183,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2032,21.3627,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2033,21.542,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2034,21.7206,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2035,21.8984,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2036,22.0754,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2037,22.2517,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2038,22.4277,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2039,22.6035,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2040,22.7793,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2041,22.9549,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2042,23.1305,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2043,23.3063,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2044,23.4822,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2045,23.6584,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2046,23.835,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2047,24.0121,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2048,24.19,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2049,24.3689,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Gas and supply products,base,2050,24.5489,42. Gas and supply products,42,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2017,73.2394,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2018,75.4211,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2019,76.646,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2020,76.8776,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2021,71.3827,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2022,72.6925,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2023,72.5919,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2024,74.2618,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2025,76.8851,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2026,77.8249,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2027,78.7926,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2028,79.7568,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2029,80.7292,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2030,81.7042,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2031,82.6817,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2032,83.6607,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2033,84.64,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2034,85.6184,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2035,86.5956,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2036,87.5713,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2037,88.546,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2038,89.522,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2039,90.4992,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2040,91.4776,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2041,92.4574,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2042,93.4388,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2043,94.422,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2044,95.4073,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2045,96.3952,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2046,97.3864,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2047,98.3813,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2048,99.3812,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2049,100.387,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Water and drains products,base,2050,101.3996,43. Water and drains products,43,"Sector 4 - Electricity, gas, water & waste services (D)"
Residential construction,base,2017,136.693,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2018,134.9807,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2019,135.2245,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2020,122.3609,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2021,109.1193,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2022,92.5732,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2023,89.4344,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2024,97.7876,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2025,107.7441,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2026,111.8785,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2027,115.9116,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2028,119.8303,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2029,123.6207,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2030,127.269,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2031,130.7746,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2032,134.1406,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2033,137.3698,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2034,140.4651,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2035,143.4308,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2036,146.2713,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2037,148.9912,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2038,151.5992,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2039,154.1011,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2040,156.5019,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2041,158.8069,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2042,161.0214,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2043,163.1499,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2044,165.1973,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2045,167.1685,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2046,169.0681,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2047,170.9004,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2048,172.6706,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2049,174.3834,44. Residential construction,44,Sector 5 - Construction ( E)
Residential construction,base,2050,176.0432,44. Residential construction,44,Sector 5 - Construction ( E)
Non-residential construction,base,2017,87.3777,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2018,93.373,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2019,89.7635,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2020,88.18,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2021,79.6364,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2022,83.6027,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2023,87.857,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2024,93.7232,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2025,99.1416,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2026,99.5282,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2027,99.7065,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2028,100.048,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2029,100.4663,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2030,100.9312,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2031,101.4262,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2032,101.9395,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2033,102.4635,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2034,102.9933,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2035,103.5254,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2036,104.0574,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2037,104.588,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2038,105.1195,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2039,105.6509,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2040,106.1812,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2041,106.7097,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2042,107.2361,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2043,107.7599,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2044,108.2811,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2045,108.8,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2046,109.3168,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2047,109.832,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2048,110.3466,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2049,110.8617,45. Non-residential construction,45,Sector 5 - Construction ( E)
Non-residential construction,base,2050,111.3782,45. Non-residential construction,45,Sector 5 - Construction ( E)
Civil engineering,base,2017,87.6099,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2018,91.0616,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2019,88.8627,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2020,86.2437,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2021,80.5952,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2022,85.7513,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2023,89.3363,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2024,95.0021,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2025,100.4751,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2026,101.04,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2027,101.3575,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2028,101.8199,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2029,102.3504,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2030,102.9232,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2031,103.5244,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2032,104.1437,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2033,104.7739,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2034,105.4092,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2035,106.0463,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2036,106.6825,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2037,107.3167,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2038,107.9511,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2039,108.5849,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2040,109.2168,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2041,109.8464,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2042,110.4733,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2043,111.0972,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2044,111.7179,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2045,112.3358,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2046,112.9511,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2047,113.5644,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2048,114.1767,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2049,114.7891,46. Civil engineering,46,Sector 5 - Construction ( E)
Civil engineering,base,2050,115.4024,46. Civil engineering,46,Sector 5 - Construction ( E)
Construction services,base,2017,682.2452,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2018,703.2421,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2019,708.4362,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2020,706.0861,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2021,679.929,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2022,675.8189,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2023,684.928,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2024,709.8623,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2025,736.9033,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2026,748.3532,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2027,760.1944,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2028,771.8257,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2029,783.4194,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2030,794.9474,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2031,806.4103,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2032,817.7987,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2033,829.1025,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2034,840.3112,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2035,851.4183,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2036,862.4189,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2037,873.3111,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2038,884.1086,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2039,894.8127,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2040,905.4245,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2041,915.9456,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2042,926.3797,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2043,936.7291,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2044,946.9977,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2045,957.1909,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2046,967.3135,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2047,977.3716,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2048,987.3736,47. Construction services,47,Sector 5 - Construction ( E)
Construction services,base,2049,997.3286,47. Construction services,47,Sector 5 - Construction ( E)
