var,state,year,value,industry_full,industry_code,industry_group
Public administration,base,2041,1099.2994,68. Public administration,68,Sector 15 - Public administration and safety (O)
Public administration,base,2042,1111.8785,68. Public administration,68,Sector 15 - Public administration and safety (O)
Public administration,base,2043,1124.4161,68. Public administration,68,Sector 15 - Public administration and safety (O)
Public administration,base,2044,1136.9123,68. Public administration,68,Sector 15 - Public administration and safety (O)
Public administration,base,2045,1149.3685,68. Public administration,68,Sector 15 - Public administration and safety (O)
Public administration,base,2046,1161.786,68. Public administration,68,Sector 15 - Public administration and safety (O)
Public administration,base,2047,1174.1674,68. Public administration,68,Sector 15 - Public administration and safety (O)
Public administration,base,2048,1186.517,68. Public administration,68,Sector 15 - Public administration and safety (O)
Public administration,base,2049,1198.8402,68. Public administration,68,Sector 15 - Public administration and safety (O)
Public administration,base,2050,1211.1422,68. Public administration,68,Sector 15 - Public administration and safety (O)
Defence services,base,2017,31.234,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2018,32.6338,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2019,34.6565,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2020,38.2317,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2021,42.5629,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2022,40.0605,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2023,39.5234,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2024,39.3322,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2025,36.9827,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2026,37.4587,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2027,37.9242,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2028,38.3951,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2029,38.8668,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2030,39.3372,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2031,39.8056,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2032,40.2718,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2033,40.7354,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2034,41.1962,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2035,41.6541,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2036,42.1092,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2037,42.5614,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2038,43.0114,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2039,43.4591,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2040,43.9046,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2041,44.3478,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2042,44.7888,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2043,45.2275,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2044,45.664,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2045,46.0982,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2046,46.5302,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2047,46.9602,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2048,47.3882,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2049,47.8145,69. Defence services,69,Sector 15 - Public administration and safety (O)
Defence services,base,2050,48.2392,69. Defence services,69,Sector 15 - Public administration and safety (O)
Pre-school education services,base,2017,53.4757,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2018,55.5999,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2019,57.5866,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2020,59.5154,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2021,58.2117,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2022,59.5219,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2023,59.403,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2024,60.1282,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2025,61.0035,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2026,62.1843,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2027,63.3925,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2028,64.6131,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2029,65.8446,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2030,67.0823,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2031,68.325,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2032,69.5717,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2033,70.822,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2034,72.0752,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2035,73.3313,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2036,74.5902,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2037,75.8521,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2038,77.1181,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2039,78.3887,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2040,79.664,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2041,80.9443,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2042,82.2299,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2043,83.521,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2044,84.818,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2045,86.1213,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2046,87.4312,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2047,88.7482,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2048,90.073,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2049,91.4063,70. Pre-school education services,70,Sector 16 - Education and training (P)
Pre-school education services,base,2050,92.7488,70. Pre-school education services,70,Sector 16 - Education and training (P)
Primary school education services,base,2017,339.3578,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2018,351.7423,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2019,366.2636,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2020,393.6745,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2021,408.8494,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2022,404.4475,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2023,403.0819,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2024,404.5824,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2025,400.1586,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2026,404.2753,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2027,408.898,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2028,413.5241,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2029,418.1894,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2030,422.8657,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2031,427.5431,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2032,432.2147,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2033,436.8736,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2034,441.5142,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2035,446.1338,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2036,450.7308,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2037,455.3062,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2038,459.8626,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2039,464.4001,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2040,468.9184,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2041,473.4178,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2042,477.8985,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2043,482.3609,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2044,486.8058,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2045,491.2344,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2046,495.6477,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2047,500.0477,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2048,504.437,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2049,508.8184,71. Primary school education services,71,Sector 16 - Education and training (P)
Primary school education services,base,2050,513.1947,71. Primary school education services,71,Sector 16 - Education and training (P)
Secondary school education services,base,2017,171.01,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2018,177.4401,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2019,184.9534,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2020,194.2898,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2021,203.7085,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2022,202.0855,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2023,202.0335,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2024,202.9949,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2025,200.7742,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2026,202.8838,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2027,205.1779,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2028,207.4797,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2029,209.7987,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2030,212.1219,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2031,214.4449,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2032,216.7643,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2033,219.0769,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2034,221.3801,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2035,223.6727,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2036,225.9538,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2037,228.224,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2038,230.4846,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2039,232.7357,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2040,234.977,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2041,237.2087,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2042,239.4309,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2043,241.6436,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2044,243.8472,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2045,246.0422,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2046,248.2292,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2047,250.4089,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2048,252.5827,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2049,254.7519,72. Secondary school education services,72,Sector 16 - Education and training (P)
Secondary school education services,base,2050,256.9178,72. Secondary school education services,72,Sector 16 - Education and training (P)
Technical education services,base,2017,283.5843,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2018,295.2176,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2019,306.008,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2020,270.7834,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2021,282.5252,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2022,292.2994,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2023,297.9406,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2024,302.3932,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2025,309.0474,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2026,313.0812,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2027,316.8295,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2028,320.6206,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2029,324.41,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2030,328.1884,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2031,331.9549,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2032,335.7091,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2033,339.45,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2034,343.1764,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2035,346.8887,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2036,350.5878,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2037,354.2761,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2038,357.9583,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2039,361.6355,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2040,365.3085,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2041,368.9779,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2042,372.6446,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2043,376.3094,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2044,379.9732,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2045,383.6375,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2046,387.3036,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2047,390.9734,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2048,394.6496,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2049,398.3348,73. Technical education services,73,Sector 16 - Education and training (P)
Technical education services,base,2050,402.0317,73. Technical education services,73,Sector 16 - Education and training (P)
Tertiary education services,base,2017,197.878,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2018,206.142,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2019,214.1676,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2020,186.4522,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2021,197.6017,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2022,204.6791,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2023,209.163,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2024,212.2394,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2025,216.3967,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2026,219.1772,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2027,221.6668,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2028,224.1916,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2029,226.7085,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2030,229.2133,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2031,231.706,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2032,234.1874,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2033,236.657,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2034,239.1144,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2035,241.5602,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2036,243.9951,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2037,246.4209,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2038,248.8406,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2039,251.2548,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2040,253.6636,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2041,256.0676,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2042,258.467,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2043,260.862,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2044,263.2531,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2045,265.641,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2046,268.0261,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2047,270.4094,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2048,272.7924,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2049,275.1764,74. Tertiary education services,74,Sector 16 - Education and training (P)
Tertiary education services,base,2050,277.563,74. Tertiary education services,74,Sector 16 - Education and training (P)
Health care services,base,2017,906.1396,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2018,939.7899,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2019,981.3242,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2020,1046.6429,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2021,1083.4405,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2022,1078.3279,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2023,1075.3574,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2024,1082.3275,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2025,1072.2525,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2026,1087.2322,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2027,1103.2202,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2028,1119.3746,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2029,1135.723,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2030,1152.1814,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2031,1168.7204,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2032,1185.3193,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2033,1201.9594,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2034,1218.625,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2035,1235.3083,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2036,1252.0049,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2037,1268.7154,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2038,1285.4505,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2039,1302.2115,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2040,1318.9986,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2041,1335.8126,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2042,1352.6557,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2043,1369.5291,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2044,1386.4354,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2045,1403.3786,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2046,1420.3627,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2047,1437.3935,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2048,1454.4794,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2049,1471.6294,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Health care services,base,2050,1488.8529,75. Health care services,75,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2017,227.9312,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2018,237.0561,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2019,247.2371,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2020,263.2908,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2021,273.2013,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2022,272.5928,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2023,272.9276,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2024,275.3016,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2025,272.8286,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2026,276.9085,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2027,281.2824,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2028,285.6826,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2029,290.1263,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2030,294.5932,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2031,299.0768,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2032,303.5725,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2033,308.0761,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2034,312.5843,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2035,317.0954,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2036,321.6084,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2037,326.1233,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2038,330.6428,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2039,335.1673,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2040,339.6969,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2041,344.2317,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2042,348.7724,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2043,353.3193,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2044,357.8729,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2045,362.4342,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2046,367.0043,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2047,371.5844,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2048,376.1765,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2049,380.7829,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Residential care services,base,2050,385.4057,76. Residential care services,76,Sector 17 - Health care and social assistance (Q)
Child care services,base,2017,152.2144,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2018,157.5343,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2019,162.3899,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2020,170.9206,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2021,167.2404,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2022,169.3004,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2023,168.835,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2024,170.1793,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2025,173.3433,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2026,175.6401,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2027,178.118,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2028,180.5897,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2029,183.0701,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2030,185.5484,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2031,188.0221,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2032,190.4896,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2033,192.9494,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2034,195.4002,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2035,197.8422,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2036,200.2758,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2037,202.7026,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2038,205.1251,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2039,207.5444,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2040,209.9612,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2041,212.3764,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2042,214.7908,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2043,217.2055,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2044,219.6213,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2045,222.0396,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2046,224.4616,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2047,226.8887,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2048,229.3229,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2049,231.7663,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Child care services,base,2050,234.2208,77. Child care services,77,Sector 17 - Health care and social assistance (Q)
Other care services,base,2017,240.0607,78. Other care services,78,Sector 17 - Health care and social assistance (Q)
Other care services,base,2018,248.4583,78. Other care services,78,Sector 17 - Health care and social assistance (Q)
