var,state,year,value
,base,2043,33.3429
,base,2044,33.8044
,base,2045,34.2654
,base,2046,34.7262
,base,2047,35.1869
,base,2048,35.6479
,base,2049,36.1093
,base,2020,74.3266
,base,2021,74.7434
,base,2022,76.7583
,base,2023,79.6833
,base,2024,79.5594
,base,2025,81.7971
,base,2026,82.762
,base,2027,83.8007
,base,2028,84.7447
,base,2029,85.6056
,base,2030,86.3832
,base,2031,87.0789
,base,2032,87.6933
,base,2033,88.2272
,base,2034,88.6823
,base,2035,89.0602
,base,2036,89.363
,base,2037,89.5947
,base,2038,89.7574
,base,2039,89.8531
,base,2040,89.8841
,base,2041,89.8525
,base,2042,89.7601
,base,2043,89.6092
,base,2044,89.4018
,base,2045,89.1402
,base,2046,88.8263
,base,2047,88.4627
,base,2048,88.0516
,base,2049,87.5954
,base,2020,9.6843
,base,2021,9.5979
,base,2022,9.3846
,base,2023,9.2153
,base,2024,9.229
,base,2025,9.0858
,base,2026,9.0075
,base,2027,8.9192
,base,2028,8.8308
,base,2029,8.7413
,base,2030,8.6511
,base,2031,8.5602
,base,2032,8.4688
,base,2033,8.3771
,base,2034,8.285
,base,2035,8.1928
,base,2036,8.1005
,base,2037,8.0083
,base,2038,7.9162
,base,2039,7.8242
,base,2040,7.7323
,base,2041,7.6402
,base,2042,7.548
,base,2043,7.4555
,base,2044,7.3623
,base,2045,7.2684
,base,2046,7.1733
,base,2047,7.0768
,base,2048,6.9784
,base,2049,6.8777
,base,2020,9.5159
,base,2021,9.6663
,base,2022,9.6511
,base,2023,9.728
,base,2024,10.0984
,base,2025,10.1876
,base,2026,10.2967
,base,2027,10.4015
,base,2028,10.5061
,base,2029,10.6104
,base,2030,10.7147
,base,2031,10.8192
,base,2032,10.9241
,base,2033,11.0296
,base,2034,11.1357
,base,2035,11.2426
,base,2036,11.3504
,base,2037,11.4594
,base,2038,11.5696
,base,2039,11.6812
,base,2040,11.7943
,base,2041,11.9088
,base,2042,12.0249
,base,2043,12.1426
,base,2044,12.2621
,base,2045,12.3834
,base,2046,12.5066
,base,2047,12.6319
,base,2048,12.7594
,base,2049,12.8892
,base,2020,29.8681
,base,2021,29.5853
,base,2022,29.762
,base,2023,29.6727
,base,2024,30.6545
,base,2025,30.7754
,base,2026,31.099
,base,2027,31.4148
,base,2028,31.748
,base,2029,32.0945
,base,2030,32.4535
,base,2031,32.8241
,base,2032,33.2062
,base,2033,33.5999
,base,2034,34.0052
,base,2035,34.4223
,base,2036,34.8512
,base,2037,35.2924
,base,2038,35.7459
,base,2039,36.2121
,base,2040,36.691
,base,2041,37.1832
,base,2042,37.6887
,base,2043,38.208
,base,2044,38.7413
,base,2045,39.2891
,base,2046,39.8518
,base,2047,40.4297
,base,2048,41.0234
,base,2049,41.6333
,base,2020,59.6304
,base,2021,55.7666
,base,2022,58.1812
,base,2023,56.8653
,base,2024,63.4282
,base,2025,60.2903
,base,2026,62.1238
,base,2027,63.2743
,base,2028,64.5082
,base,2029,65.7678
,base,2030,67.0613
,base,2031,68.3901
,base,2032,69.7556
,base,2033,71.1588
,base,2034,72.601
,base,2035,74.0835
,base,2036,75.6074
,base,2037,77.1743
,base,2038,78.7859
,base,2039,80.4436
,base,2040,82.149
,base,2041,83.9037
,base,2042,85.7096
,base,2043,87.5685
,base,2044,89.4823
,base,2045,91.4532
,base,2046,93.4835
,base,2047,95.5754
,base,2048,97.7316
,base,2049,99.9547
,base,2020,50.8325
,base,2021,51.0182
,base,2022,52.1655
,base,2023,54.2791
,base,2024,53.8063
,base,2025,56.1684
,base,2026,57.7947
,base,2027,59.5098
,base,2028,61.2256
,base,2029,62.9531
,base,2030,64.6963
,base,2031,66.4581
,base,2032,68.2388
,base,2033,70.0378
,base,2034,71.8549
,base,2035,73.6898
,base,2036,75.5422
,base,2037,77.4141
,base,2038,79.305
,base,2039,81.2146
,base,2040,83.1422
,base,2041,85.0875
,base,2042,87.0499
,base,2043,89.0289
,base,2044,91.0241
,base,2045,93.0352
,base,2046,95.0618
,base,2047,97.1042
,base,2048,99.1625
,base,2049,101.2368
,base,2020,15.0372
,base,2021,15.0223
,base,2022,15.1542
,base,2023,15.7194
,base,2024,16.0211
,base,2025,16.4283
,base,2026,16.7723
,base,2027,17.1124
,base,2028,17.4467
,base,2029,17.7773
,base,2030,18.106
,base,2031,18.4337
,base,2032,18.7612
,base,2033,19.0888
,base,2034,19.4167
,base,2035,19.7454
,base,2036,20.0751
,base,2037,20.4064
,base,2038,20.7396
,base,2039,21.0748
,base,2040,21.412
,base,2041,21.7513
,base,2042,22.0929
,base,2043,22.4367
,base,2044,22.783
,base,2045,23.1318
,base,2046,23.4833
,base,2047,23.8376
,base,2048,24.195
,base,2049,24.5557
,base,2020,82.5622
,base,2021,80.5101
,base,2022,82.9813
,base,2023,83.8537
,base,2024,86.8038
,base,2025,85.6837
,base,2026,87.261
,base,2027,88.4608
,base,2028,89.6891
,base,2029,90.8957
,base,2030,92.0802
,base,2031,93.2412
,base,2032,94.3781
,base,2033,95.4905
,base,2034,96.579
,base,2035,97.6445
,base,2036,98.688
,base,2037,99.7124
,base,2038,100.7185
,base,2039,101.7071
,base,2040,102.6786
,base,2041,103.6342
,base,2042,104.5743
,base,2043,105.4999
,base,2044,106.4119
,base,2045,107.3114
,base,2046,108.1992
,base,2047,109.0769
,base,2048,109.9458
,base,2049,110.8071
,base,2020,63.8519
,base,2021,64.2656
,base,2022,64.9875
,base,2023,65.975
,base,2024,66.4812
,base,2025,67.8922
,base,2026,69.1712
,base,2027,70.4632
,base,2028,71.7519
,base,2029,73.0351
,base,2030,74.3126
,base,2031,75.5843
,base,2032,76.85
,base,2033,78.1095
,base,2034,79.3629
,base,2035,80.6104
,base,2036,81.8525
,base,2037,83.0908
