var,state,year,value,occupation_full,occupation_code,occupation_group
Social and Welfare Professionals,base,2039,19.5009,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2040,19.7533,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2040,19.7533,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2040,19.7533,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2040,19.7533,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2040,19.7533,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2040,19.7533,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2041,20.0069,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2041,20.0069,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2041,20.0069,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2041,20.0069,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2041,20.0069,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2041,20.0069,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2042,20.2616,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2042,20.2616,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2042,20.2616,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2042,20.2616,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2042,20.2616,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2042,20.2616,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2043,20.5174,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2043,20.5174,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2043,20.5174,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2043,20.5174,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2043,20.5174,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2043,20.5174,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2044,20.7744,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2044,20.7744,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2044,20.7744,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2044,20.7744,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2044,20.7744,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2044,20.7744,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2045,21.0326,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2045,21.0326,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2045,21.0326,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2045,21.0326,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2045,21.0326,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2045,21.0326,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2046,21.2922,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2046,21.2922,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2046,21.2922,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2046,21.2922,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2046,21.2922,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2046,21.2922,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2047,21.5531,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2047,21.5531,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2047,21.5531,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2047,21.5531,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2047,21.5531,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2047,21.5531,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2048,21.8156,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2048,21.8156,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2048,21.8156,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2048,21.8156,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2048,21.8156,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2048,21.8156,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2049,22.0797,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2049,22.0797,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2049,22.0797,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2049,22.0797,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2049,22.0797,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2049,22.0797,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2050,22.3456,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2050,22.3456,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2050,22.3456,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2050,22.3456,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2050,22.3456,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
Social and Welfare Professionals,base,2050,22.3456,O272 Social and Welfare Professionals,O272,O2 PROFESSIONALS
"Agricultural, Medical and Science Technicians",base,2017,7.6255,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2017,7.6255,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2017,7.6255,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2017,7.6255,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2018,8.2682,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2018,8.2682,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2018,8.2682,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2018,8.2682,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2019,8.4339,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2019,8.4339,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2019,8.4339,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2019,8.4339,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2020,8.8183,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2020,8.8183,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2020,8.8183,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2020,8.8183,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2021,8.6621,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2021,8.6621,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2021,8.6621,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2021,8.6621,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2022,8.5312,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2022,8.5312,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2022,8.5312,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2022,8.5312,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2023,8.6878,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2023,8.6878,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2023,8.6878,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2023,8.6878,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2024,8.7627,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2024,8.7627,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2024,8.7627,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2024,8.7627,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2025,8.9183,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2025,8.9183,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2025,8.9183,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2025,8.9183,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2026,8.9346,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2026,8.9346,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2026,8.9346,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2026,8.9346,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2027,9.0919,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2027,9.0919,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2027,9.0919,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2027,9.0919,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2028,9.2309,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2028,9.2309,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2028,9.2309,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2028,9.2309,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2029,9.3728,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2029,9.3728,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2029,9.3728,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2029,9.3728,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2030,9.5155,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2030,9.5155,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2030,9.5155,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2030,9.5155,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2031,9.6589,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2031,9.6589,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2031,9.6589,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2031,9.6589,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2032,9.8031,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2032,9.8031,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2032,9.8031,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2032,9.8031,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2033,9.948,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2033,9.948,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2033,9.948,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2033,9.948,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2034,10.0936,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2034,10.0936,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2034,10.0936,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2034,10.0936,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2035,10.2397,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2035,10.2397,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2035,10.2397,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2035,10.2397,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2036,10.3865,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2036,10.3865,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2036,10.3865,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2036,10.3865,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2037,10.5339,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2037,10.5339,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2037,10.5339,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2037,10.5339,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2038,10.682,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2038,10.682,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2038,10.682,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2038,10.682,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2039,10.831,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2039,10.831,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2039,10.831,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2039,10.831,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2040,10.9808,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2040,10.9808,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2040,10.9808,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2040,10.9808,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2041,11.1313,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2041,11.1313,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2041,11.1313,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2041,11.1313,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2042,11.2828,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2042,11.2828,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2042,11.2828,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2042,11.2828,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2043,11.4351,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2043,11.4351,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2043,11.4351,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2043,11.4351,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2044,11.5884,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2044,11.5884,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2044,11.5884,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2044,11.5884,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2045,11.7426,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2045,11.7426,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2045,11.7426,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2045,11.7426,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2046,11.8979,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2046,11.8979,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2046,11.8979,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2046,11.8979,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2047,12.0543,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2047,12.0543,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2047,12.0543,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2047,12.0543,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2048,12.2119,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2048,12.2119,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2048,12.2119,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2048,12.2119,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2049,12.3709,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2049,12.3709,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2049,12.3709,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2049,12.3709,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2050,12.5312,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2050,12.5312,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2050,12.5312,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
"Agricultural, Medical and Science Technicians",base,2050,12.5312,"O311 Agricultural, Medical and Science Technicians",O311,O3 TECHNICIANS AND TRADES WORKERS
Building and Engineering Technicians,base,2017,24.3342,O312 Building and Engineering Technicians,O312,O3 TECHNICIANS AND TRADES WORKERS
Building and Engineering Technicians,base,2017,24.3342,O312 Building and Engineering Technicians,O312,O3 TECHNICIANS AND TRADES WORKERS
Building and Engineering Technicians,base,2017,24.3342,O312 Building and Engineering Technicians,O312,O3 TECHNICIANS AND TRADES WORKERS
