state,year,value,var,industry_group
base,2044,291.6335,Other manufacturing,Sector 3 - Manufacturing ( C)
base,2045,295.3587,Other manufacturing,Sector 3 - Manufacturing ( C)
base,2046,299.0862,Other manufacturing,Sector 3 - Manufacturing ( C)
base,2047,302.8182,Other manufacturing,Sector 3 - Manufacturing ( C)
base,2048,306.5577,Other manufacturing,Sector 3 - Manufacturing ( C)
base,2049,310.308,Other manufacturing,Sector 3 - Manufacturing ( C)
base,2050,314.0719,Other manufacturing,Sector 3 - Manufacturing ( C)
base,2051,317.8527,Other manufacturing,Sector 3 - Manufacturing ( C)
base,2031,21.2549,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2032,21.1887,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2033,21.1223,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2034,21.0551,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2035,20.9868,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2036,20.9174,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2037,20.8467,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2038,20.7752,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2039,20.7028,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2040,20.6297,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2041,20.5559,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2042,20.4814,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2043,20.4064,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2044,20.3309,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2045,20.255,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2046,20.1789,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2047,20.1027,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2048,20.0264,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2049,19.9502,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2050,19.8742,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2051,19.7986,Electricity generation - coal,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2031,13.9322,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2032,13.9178,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2033,13.879,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2034,13.8356,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2035,13.7913,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2036,13.7463,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2037,13.7007,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2038,13.6547,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2039,13.6083,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2040,13.5616,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2041,13.5146,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2042,13.4673,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2043,13.4198,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2044,13.3722,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2045,13.3244,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2046,13.2767,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2047,13.2289,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2048,13.1813,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2049,13.1338,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2050,13.0867,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2051,13.0399,Electricity generation - gas,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2031,3.2831,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2032,3.3065,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2033,3.3301,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2034,3.3535,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2035,3.3769,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2036,3.4002,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2037,3.4233,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2038,3.4464,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2039,3.4695,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2040,3.4925,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2041,3.5155,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2042,3.5385,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2043,3.5614,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2044,3.5844,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2045,3.6074,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2046,3.6304,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2047,3.6534,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2048,3.6766,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2049,3.6998,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2050,3.7232,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2051,3.7467,Electricity generation - hydro,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2031,10.2707,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2032,10.7385,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2033,11.196,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2034,11.6542,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2035,12.1152,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2036,12.579,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2037,13.0455,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2038,13.5147,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2039,13.9866,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2040,14.461,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2041,14.938,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2042,15.4174,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2043,15.8993,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2044,16.3836,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2045,16.8702,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2046,17.3592,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2047,17.8506,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2048,18.3445,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2049,18.8408,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2050,19.3397,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2051,19.8412,Electricity generation - non-hydro renewable,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2031,41.3694,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2032,41.7581,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2033,42.1495,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2034,42.5422,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2035,42.936,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2036,43.3305,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2037,43.7259,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2038,44.1233,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2039,44.5228,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2040,44.9244,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2041,45.328,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2042,45.734,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2043,46.1423,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2044,46.5531,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2045,46.9665,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2046,47.3829,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2047,47.8023,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2048,48.2252,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2049,48.6519,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2050,49.083,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2051,49.5187,Electricity supply,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2031,21.183,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2032,21.3627,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2033,21.542,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2034,21.7206,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2035,21.8984,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2036,22.0754,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2037,22.2517,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2038,22.4277,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2039,22.6035,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2040,22.7793,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2041,22.9549,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2042,23.1305,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2043,23.3063,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2044,23.4822,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2045,23.6584,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2046,23.835,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2047,24.0121,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2048,24.19,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2049,24.3689,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2050,24.5489,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2051,24.7302,Gas and supply products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2031,82.6817,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2032,83.6607,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2033,84.64,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2034,85.6184,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2035,86.5956,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2036,87.5713,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2037,88.546,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2038,89.522,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2039,90.4992,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2040,91.4776,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2041,92.4574,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2042,93.4388,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2043,94.422,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2044,95.4073,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2045,96.3952,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2046,97.3864,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2047,98.3813,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2048,99.3812,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2049,100.387,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2050,101.3996,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2051,102.4203,Water and drains products,"Sector 4 - Electricity, gas, water & waste services (D)"
base,2031,130.7746,Residential construction,Sector 5 - Construction ( E)
base,2032,134.1406,Residential construction,Sector 5 - Construction ( E)
base,2033,137.3698,Residential construction,Sector 5 - Construction ( E)
base,2034,140.4651,Residential construction,Sector 5 - Construction ( E)
base,2035,143.4308,Residential construction,Sector 5 - Construction ( E)
base,2036,146.2713,Residential construction,Sector 5 - Construction ( E)
base,2037,148.9912,Residential construction,Sector 5 - Construction ( E)
base,2038,151.5992,Residential construction,Sector 5 - Construction ( E)
base,2039,154.1011,Residential construction,Sector 5 - Construction ( E)
base,2040,156.5019,Residential construction,Sector 5 - Construction ( E)
base,2041,158.8069,Residential construction,Sector 5 - Construction ( E)
base,2042,161.0214,Residential construction,Sector 5 - Construction ( E)
base,2043,163.1499,Residential construction,Sector 5 - Construction ( E)
base,2044,165.1973,Residential construction,Sector 5 - Construction ( E)
base,2045,167.1685,Residential construction,Sector 5 - Construction ( E)
base,2046,169.0681,Residential construction,Sector 5 - Construction ( E)
base,2047,170.9004,Residential construction,Sector 5 - Construction ( E)
base,2048,172.6706,Residential construction,Sector 5 - Construction ( E)
base,2049,174.3834,Residential construction,Sector 5 - Construction ( E)
base,2050,176.0432,Residential construction,Sector 5 - Construction ( E)
base,2051,177.6545,Residential construction,Sector 5 - Construction ( E)
base,2031,101.4262,Non-residential construction,Sector 5 - Construction ( E)
base,2032,101.9395,Non-residential construction,Sector 5 - Construction ( E)
base,2033,102.4635,Non-residential construction,Sector 5 - Construction ( E)
base,2034,102.9933,Non-residential construction,Sector 5 - Construction ( E)
base,2035,103.5254,Non-residential construction,Sector 5 - Construction ( E)
base,2036,104.0574,Non-residential construction,Sector 5 - Construction ( E)
base,2037,104.588,Non-residential construction,Sector 5 - Construction ( E)
base,2038,105.1195,Non-residential construction,Sector 5 - Construction ( E)
base,2039,105.6509,Non-residential construction,Sector 5 - Construction ( E)
base,2040,106.1812,Non-residential construction,Sector 5 - Construction ( E)
base,2041,106.7097,Non-residential construction,Sector 5 - Construction ( E)
base,2042,107.2361,Non-residential construction,Sector 5 - Construction ( E)
base,2043,107.7599,Non-residential construction,Sector 5 - Construction ( E)
base,2044,108.2811,Non-residential construction,Sector 5 - Construction ( E)
base,2045,108.8,Non-residential construction,Sector 5 - Construction ( E)
base,2046,109.3168,Non-residential construction,Sector 5 - Construction ( E)
base,2047,109.832,Non-residential construction,Sector 5 - Construction ( E)
base,2048,110.3466,Non-residential construction,Sector 5 - Construction ( E)
base,2049,110.8617,Non-residential construction,Sector 5 - Construction ( E)
base,2050,111.3782,Non-residential construction,Sector 5 - Construction ( E)
base,2051,111.8972,Non-residential construction,Sector 5 - Construction ( E)
base,2031,103.5244,Civil engineering,Sector 5 - Construction ( E)
base,2032,104.1437,Civil engineering,Sector 5 - Construction ( E)
base,2033,104.7739,Civil engineering,Sector 5 - Construction ( E)
base,2034,105.4092,Civil engineering,Sector 5 - Construction ( E)
base,2035,106.0463,Civil engineering,Sector 5 - Construction ( E)
base,2036,106.6825,Civil engineering,Sector 5 - Construction ( E)
base,2037,107.3167,Civil engineering,Sector 5 - Construction ( E)
base,2038,107.9511,Civil engineering,Sector 5 - Construction ( E)
base,2039,108.5849,Civil engineering,Sector 5 - Construction ( E)
base,2040,109.2168,Civil engineering,Sector 5 - Construction ( E)
base,2041,109.8464,Civil engineering,Sector 5 - Construction ( E)
base,2042,110.4733,Civil engineering,Sector 5 - Construction ( E)
base,2043,111.0972,Civil engineering,Sector 5 - Construction ( E)
base,2044,111.7179,Civil engineering,Sector 5 - Construction ( E)
base,2045,112.3358,Civil engineering,Sector 5 - Construction ( E)
base,2046,112.9511,Civil engineering,Sector 5 - Construction ( E)
base,2047,113.5644,Civil engineering,Sector 5 - Construction ( E)
base,2048,114.1767,Civil engineering,Sector 5 - Construction ( E)
base,2049,114.7891,Civil engineering,Sector 5 - Construction ( E)
base,2050,115.4024,Civil engineering,Sector 5 - Construction ( E)
base,2051,116.0179,Civil engineering,Sector 5 - Construction ( E)
base,2031,806.4103,Construction services,Sector 5 - Construction ( E)
base,2032,817.7987,Construction services,Sector 5 - Construction ( E)
base,2033,829.1025,Construction services,Sector 5 - Construction ( E)
base,2034,840.3112,Construction services,Sector 5 - Construction ( E)
base,2035,851.4183,Construction services,Sector 5 - Construction ( E)
base,2036,862.4189,Construction services,Sector 5 - Construction ( E)
base,2037,873.3111,Construction services,Sector 5 - Construction ( E)
base,2038,884.1086,Construction services,Sector 5 - Construction ( E)
base,2039,894.8127,Construction services,Sector 5 - Construction ( E)
base,2040,905.4245,Construction services,Sector 5 - Construction ( E)
base,2041,915.9456,Construction services,Sector 5 - Construction ( E)
base,2042,926.3797,Construction services,Sector 5 - Construction ( E)
base,2043,936.7291,Construction services,Sector 5 - Construction ( E)
base,2044,946.9977,Construction services,Sector 5 - Construction ( E)
base,2045,957.1909,Construction services,Sector 5 - Construction ( E)
base,2046,967.3135,Construction services,Sector 5 - Construction ( E)
base,2047,977.3716,Construction services,Sector 5 - Construction ( E)
base,2048,987.3736,Construction services,Sector 5 - Construction ( E)
base,2049,997.3286,Construction services,Sector 5 - Construction ( E)
base,2050,1007.2444,Construction services,Sector 5 - Construction ( E)
base,2051,1017.1306,Construction services,Sector 5 - Construction ( E)
base,2031,451.7205,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2032,459.545,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2033,467.376,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2034,475.2067,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2035,483.0345,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2036,490.8583,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2037,498.6789,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2038,506.5063,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2039,514.3423,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2040,522.1879,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2041,530.0444,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2042,537.9139,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2043,545.7975,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2044,553.6971,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2045,561.6152,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2046,569.5542,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2047,577.517,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2048,585.5081,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2049,593.5323,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2050,601.5939,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2051,609.6983,Wholesale trade services,Sector 6 - Wholesale trade (F)
base,2031,1721.0007,Retail trade services,Sector 7 - Retail trade (G)
base,2032,1750.488,Retail trade services,Sector 7 - Retail trade (G)
base,2033,1780.0483,Retail trade services,Sector 7 - Retail trade (G)
base,2034,1809.6548,Retail trade services,Sector 7 - Retail trade (G)
base,2035,1839.2972,Retail trade services,Sector 7 - Retail trade (G)
base,2036,1868.9714,Retail trade services,Sector 7 - Retail trade (G)
base,2037,1898.6816,Retail trade services,Sector 7 - Retail trade (G)
base,2038,1928.4588,Retail trade services,Sector 7 - Retail trade (G)
base,2039,1958.31,Retail trade services,Sector 7 - Retail trade (G)
base,2040,1988.2397,Retail trade services,Sector 7 - Retail trade (G)
base,2041,2018.2534,Retail trade services,Sector 7 - Retail trade (G)
base,2042,2048.3588,Retail trade services,Sector 7 - Retail trade (G)
base,2043,2078.5609,Retail trade services,Sector 7 - Retail trade (G)
base,2044,2108.8669,Retail trade services,Sector 7 - Retail trade (G)
base,2045,2139.2868,Retail trade services,Sector 7 - Retail trade (G)
base,2046,2169.8293,Retail trade services,Sector 7 - Retail trade (G)
base,2047,2200.5059,Retail trade services,Sector 7 - Retail trade (G)
base,2048,2231.3331,Retail trade services,Sector 7 - Retail trade (G)
base,2049,2262.3284,Retail trade services,Sector 7 - Retail trade (G)
base,2050,2293.5083,Retail trade services,Sector 7 - Retail trade (G)
base,2051,2324.8924,Retail trade services,Sector 7 - Retail trade (G)
base,2031,131.5853,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2032,133.326,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2033,135.0497,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2034,136.758,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2035,138.453,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2036,140.1365,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2037,141.8099,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2038,143.4772,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2039,145.1395,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2040,146.7974,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2041,148.4515,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2042,150.1023,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2043,151.7502,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2044,153.3954,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2045,155.0387,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2046,156.6803,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2047,158.321,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2048,159.9617,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2049,161.6035,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2050,163.2473,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2051,164.8943,Accommodation services,Sector 8 - Accommodation & food services (H)
base,2031,881.5283,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2032,902.4203,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2033,923.422,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2034,944.5313,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2035,965.7509,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2036,987.0843,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2037,1008.5336,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2038,1030.1202,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2039,1051.8519,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2040,1073.7346,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2041,1095.7738,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2042,1117.9767,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2043,1140.3478,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2044,1162.8931,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2045,1185.6199,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2046,1208.5345,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2047,1231.6448,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2048,1254.9608,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2049,1278.4943,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2050,1302.2564,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2051,1326.2603,Restaurant and food services,Sector 8 - Accommodation & food services (H)
base,2031,240.8942,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2032,244.9116,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2033,248.9308,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2034,252.9453,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2035,256.9521,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2036,260.9497,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2037,264.9384,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2038,268.9233,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2039,272.9052,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2040,276.8847,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2041,280.8628,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2042,284.8408,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2043,288.8196,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2044,292.8005,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2045,296.7854,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2046,300.7759,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2047,304.774,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2048,308.7825,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2049,312.8044,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2050,316.8424,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2051,320.8999,Road freight transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2031,110.1765,Road passenger transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2032,111.788,Road passenger transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2033,113.3957,Road passenger transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2034,114.9997,Road passenger transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2035,116.6006,Road passenger transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2036,118.1989,Road passenger transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2037,119.7955,Road passenger transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2038,121.3926,Road passenger transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2039,122.9907,Road passenger transport,"Sector 9 - Transport, postal and warehousing (I)"
base,2040,124.5904,Road passenger transport,"Sector 9 - Transport, postal and warehousing (I)"
